"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","Class","meanExprs","NumTx","gencodeTx","passExprsCut","logFC","AveExpr","t","P.Value","adj.P.Val","B","region","type"
"ENSG00000280119.1",4805,"ENSG00000280119.1","ENSG00000280119","TEC","",NA,"InGen",0.570698813229268,1,"ENST00000625132.1",TRUE,0.150011395850717,1.52216070024685,3.07510014675344,0.00226688564691967,0.0953024990028594,-1.58139778758189,"DLPFC","gene"
"ENSG00000196277.15",8214,"ENSG00000196277.15","ENSG00000196277","protein_coding","GRM7",2917,"InGen",5.39862963936033,15,"c(""ENST00000443259.1""; ""ENST00000448328.6""; ""ENST00000467425.5""; ""ENST00000357716.8""; ""ENST00000486284.5""; ""ENST00000389335.7""; ""ENST00000389336.8""; ""ENST00000440923.7""; ""ENST00000435689.5""; ""ENST00000461677.6""; ""ENST00000463676.6""; ""ENST00000402647.6""; ""ENST00000445087.1""; ""ENST00000458641.2""; ""ENST00000471242.2"")",TRUE,0.0813251283145468,5.54704612418853,4.36858375256155,1.6422593171154e-05,0.00941511085709972,2.44421980286925,"DLPFC","gene"
"ENSG00000144550.12",2335,"ENSG00000144550.12","ENSG00000144550","protein_coding","CPNE9",151835,"InGen",4.22729056730767,5,"c(""ENST00000383832.7""; ""ENST00000613455.4""; ""ENST00000383831.7""; ""ENST00000491802.1""; ""ENST00000273027.6"")",TRUE,-0.0896669359537262,4.08440814527922,-3.7944026142722,0.000173864629469722,0.0317489692273154,0.414288169019545,"DLPFC","gene"
"ENSG00000154764.5",4579,"ENSG00000154764.5","ENSG00000154764","protein_coding","WNT7A",7476,"InGen",1.54040031163034,3,"c(""ENST00000285018.4""; ""ENST00000489346.1""; ""ENST00000497808.1"")",TRUE,-0.115702152164353,3.16263434574303,-3.13832493970026,0.00184091637157118,0.0867724142314862,-1.58510994312323,"DLPFC","gene"
"ENSG00000144635.8",6132,"ENSG00000144635.8","ENSG00000144635","protein_coding","DYNC1LI1",51143,"InGen",8.7920898364995,8,"c(""ENST00000273130.8""; ""ENST00000481915.5""; ""ENST00000432458.6""; ""ENST00000472985.1""; ""ENST00000413350.5""; ""ENST00000424991.1""; ""ENST00000475193.1""; ""ENST00000474077.1"")",TRUE,-0.0313424006510053,6.08573001930612,-3.42966996374087,0.000675173522797301,0.0558536163892586,-1.07434309477665,"DLPFC","gene"
"ENSG00000163673.7",5574,"ENSG00000163673.7","ENSG00000163673","protein_coding","DCLK3",85443,"InGen",1.15874939297681,3,"c(""ENST00000416516.2""; ""ENST00000636136.1""; ""ENST00000498047.1"")",TRUE,0.154756798472374,2.3964364277215,3.37524936514303,0.000818763995153521,0.0608963853477369,-0.777733948405862,"DLPFC","gene"
"ENSG00000183873.15",10017,"ENSG00000183873.15","ENSG00000183873","protein_coding","SCN5A",6331,"InGen",0.252104559039223,14,"c(""ENST00000414099.6""; ""ENST00000423572.6""; ""ENST00000413689.5""; ""ENST00000425664.5""; ""ENST00000451551.6""; ""ENST00000333535.8""; ""ENST00000455624.6""; ""ENST00000450102.6""; ""ENST00000449557.6""; ""ENST00000464652.1""; ""ENST00000491944.1""; ""ENST00000612060.1""; ""ENST00000476683.1""; ""ENST00000327956.6"")",TRUE,0.193421570709814,1.50862702533968,3.58939316451794,0.00037788761531835,0.0427325022606787,-0.0315992003935799,"DLPFC","gene"
"ENSG00000168329.13",3655,"ENSG00000168329.13","ENSG00000168329","protein_coding","CX3CR1",1524,"InGen",6.33338390443792,6,"c(""ENST00000399220.2""; ""ENST00000542107.5""; ""ENST00000541347.5""; ""ENST00000358309.3""; ""ENST00000435290.1""; ""ENST00000412814.1"")",TRUE,-0.338777283955758,4.0484463879549,-3.62998160292927,0.00032495717103294,0.0401169204992248,-0.150238572924143,"DLPFC","gene"
"ENSG00000170011.13",5872,"ENSG00000170011.13","ENSG00000170011","protein_coding","MYRIP",25924,"InGen",9.12014747532617,10,"c(""ENST00000444716.5""; ""ENST00000302541.10""; ""ENST00000396217.7""; ""ENST00000425621.5""; ""ENST00000458292.5""; ""ENST00000458441.5""; ""ENST00000475082.5""; ""ENST00000459828.5""; ""ENST00000482033.5""; ""ENST00000539167.2"")",TRUE,0.0570256342757318,6.14253893245626,3.28615740757572,0.00111661721747516,0.0709454836216436,-1.54556000148574,"DLPFC","gene"
"ENSG00000168036.16",6614,"ENSG00000168036.16","ENSG00000168036","protein_coding","CTNNB1",1499,"InGen",43.1433588578181,15,"c(""ENST00000426215.5""; ""ENST00000405570.5""; ""ENST00000433400.5""; ""ENST00000431914.5""; ""ENST00000396183.7""; ""ENST00000349496.9""; ""ENST00000453024.5""; ""ENST00000396185.7""; ""ENST00000450969.5""; ""ENST00000441708.1""; ""ENST00000488914.1""; ""ENST00000465552.1""; ""ENST00000482042.1""; ""ENST00000485265.1""; ""ENST00000471014.1"")",TRUE,0.0316836029751284,8.35545811257222,3.10553505746235,0.00205163471295543,0.0903158909710307,-2.26935312765485,"DLPFC","gene"
"ENSG00000227398.3",4898,"ENSG00000227398.3","ENSG00000227398","antisense","KIF9-AS1",NA,"InGen",1.25514105518368,1,"ENST00000429315.3",TRUE,0.0637039989370475,2.89939374378446,3.19129615698742,0.00154226902071269,0.0813680046283869,-1.40064751224587,"DLPFC","gene"
"ENSG00000185909.14",2158,"ENSG00000185909.14","ENSG00000185909","protein_coding","KLHDC8B",200942,"InGen",4.47948608944461,5,"c(""ENST00000332780.3""; ""ENST00000459846.6""; ""ENST00000476495.2""; ""ENST00000471811.1""; ""ENST00000462582.1"")",TRUE,0.0751703155371238,3.50529222485354,3.53010384423192,0.000469909322077035,0.0482675191993462,-0.414904127341558,"DLPFC","gene"
"ENSG00000241684.5",7232,"ENSG00000241684.5","ENSG00000241684","antisense","ADAMTS9-AS2",NA,"InGen",0.930440192741927,4,"c(""ENST00000460833.1""; ""ENST00000485174.5""; ""ENST00000474768.5""; ""ENST00000481312.1"")",TRUE,0.180558972267317,3.19925243184701,5.0448838456659,7.24695209177776e-07,0.00198897716518069,5.60129062440592,"DLPFC","gene"
"ENSG00000144744.16",4106,"ENSG00000144744.16","ENSG00000144744","protein_coding","UBA3",9039,"InGen",11.4629516817517,13,"c(""ENST00000415609.6""; ""ENST00000349511.8""; ""ENST00000361055.8""; ""ENST00000461934.5""; ""ENST00000465627.5""; ""ENST00000461522.1""; ""ENST00000630585.1""; ""ENST00000465108.5""; ""ENST00000493957.5""; ""ENST00000466763.5""; ""ENST00000631029.1""; ""ENST00000485424.1""; ""ENST00000464605.1"")",TRUE,-0.0366300538960206,5.83746360475274,-3.7244952174201,0.000227454304771068,0.0352654309510464,-0.0448223433225197,"DLPFC","gene"
"ENSG00000187098.14",7193,"ENSG00000187098.14","ENSG00000187098","protein_coding","MITF",4286,"InGen",1.50438764135695,17,"c(""ENST00000352241.8""; ""ENST00000448226.6""; ""ENST00000461511.1""; ""ENST00000495741.1""; ""ENST00000429090.5""; ""ENST00000433517.5""; ""ENST00000472437.5""; ""ENST00000457080.5""; ""ENST00000328528.10""; ""ENST00000314589.9""; ""ENST00000451708.5""; ""ENST00000314557.10""; ""ENST00000394351.7""; ""ENST00000478490.5""; ""ENST00000394348.2""; ""ENST00000531774.1""; ""ENST00000461014.1"")",TRUE,-0.0925338541742784,3.55909427639684,-3.21213010519187,0.00143760967817341,0.0796600547911492,-1.43053080367476,"DLPFC","gene"
"ENSG00000170837.2",2447,"ENSG00000170837.2","ENSG00000170837","protein_coding","GPR27",2850,"InGen",6.97156580249963,1,"ENST00000304411.2",TRUE,0.0616659819652746,4.13652270683463,3.19244904706063,0.00153629806902951,0.0813680046283869,-1.58648618931713,"DLPFC","gene"
"ENSG00000172986.12",3667,"ENSG00000172986.12","ENSG00000172986","protein_coding","GXYLT2",727936,"InGen",1.71024494028749,3,"c(""ENST00000389617.8""; ""ENST00000498315.1""; ""ENST00000491839.1"")",TRUE,0.0956835908852974,2.98316728009025,3.71984846592163,0.000231519334778715,0.0354866686629928,0.297767783739656,"DLPFC","gene"
"ENSG00000113805.8",5109,"ENSG00000113805.8","ENSG00000113805","protein_coding","CNTN3",5067,"InGen",10.8326403668124,2,"c(""ENST00000263665.6""; ""ENST00000477856.1"")",TRUE,0.0747247115412568,6.03946551111801,3.50938183954655,0.000506748321798122,0.0506450668901463,-0.809578365298479,"DLPFC","gene"
"ENSG00000080819.6",3666,"ENSG00000080819.6","ENSG00000080819","protein_coding","CPOX",1371,"InGen",7.33205788173442,5,"c(""ENST00000512905.5""; ""ENST00000264193.2""; ""ENST00000510489.1""; ""ENST00000513674.1""; ""ENST00000515041.1"")",TRUE,-0.0737142171083913,5.05765910920626,-3.08592849585331,0.0021880276959369,0.0934408592165472,-2.03975067942152,"DLPFC","gene"
"ENSG00000064225.12",6288,"ENSG00000064225.12","ENSG00000064225","protein_coding","ST3GAL6",10402,"InGen",2.94654830597268,28,"c(""ENST00000489112.5""; ""ENST00000265261.10""; ""ENST00000483910.5""; ""ENST00000460774.5""; ""ENST00000469105.5""; ""ENST00000466482.5""; ""ENST00000462152.5""; ""ENST00000486249.5""; ""ENST00000497008.5""; ""ENST00000486334.6""; ""ENST00000394162.5""; ""ENST00000613264.4""; ""ENST00000480133.1""; ""ENST00000497621.5""; ""ENST00000465004.1""; ""ENST00000476833.5""; ""ENST00000468553.5""; ""ENST00000490684.1""; ""ENST00000485391.5""; ""ENST00000495376.5""; ""ENST00000492254.5""; ""ENST00000477574.5""; ""ENST00000485145.1""; ""ENST00000474595.1""; 
""ENST00000477899.5""; ""ENST00000493953.1""; ""ENST00000491912.1""; ""ENST00000495502.1"")",TRUE,-0.0603491561187516,4.53777299956166,-3.47174847299347,0.000580656375252232,0.0524334833799195,-0.758928212305837,"DLPFC","gene"
"ENSG00000182504.10",9550,"ENSG00000182504.10","ENSG00000182504","protein_coding","CEP97",79598,"InGen",7.73078770221843,6,"c(""ENST00000341893.7""; ""ENST00000489172.5""; ""ENST00000494050.5""; ""ENST00000465011.1""; ""ENST00000467655.1""; ""ENST00000462076.1"")",TRUE,-0.0502412497432376,6.40700034415063,-4.01771522489074,7.17226313655143e-05,0.0220994583606673,0.984714813455752,"DLPFC","gene"
"ENSG00000144815.15",8635,"ENSG00000144815.15","ENSG00000144815","protein_coding","NXPE3",91775,"InGen",8.8602798125728,7,"c(""ENST00000495842.5""; ""ENST00000273347.9""; ""ENST00000474165.5""; ""ENST00000491511.6""; ""ENST00000487830.1""; ""ENST00000477909.5""; ""ENST00000616286.1"")",TRUE,-0.0675090536665935,6.57587604049447,-3.45216523675194,0.000622990955000343,0.052958527664374,-1.04384033183712,"DLPFC","gene"
"ENSG00000144848.10",6111,"ENSG00000144848.10","ENSG00000144848","protein_coding","ATG3",64422,"InGen",4.3437639600422,9,"c(""ENST00000283290.9""; ""ENST00000402314.6""; ""ENST00000494571.1""; ""ENST00000495756.5""; ""ENST00000467275.1""; ""ENST00000496423.1""; ""ENST00000492886.5""; ""ENST00000465980.1""; ""ENST00000488910.1"")",TRUE,-0.0414863738392505,5.01941341844426,-3.24091995599904,0.00130377812866228,0.0758036283674114,-1.56280706767579,"DLPFC","gene"
"ENSG00000114573.9",5130,"ENSG00000114573.9","ENSG00000114573","protein_coding","ATP6V1A",523,"InGen",74.7717609419258,6,"c(""ENST00000273398.7""; ""ENST00000462855.1""; ""ENST00000470455.5""; ""ENST00000496747.5""; ""ENST00000475322.1""; ""ENST00000461496.1"")",TRUE,-0.0274225106678311,8.95997117444726,-3.08553489905638,0.00219084928716389,0.0934408592165472,-2.36832777957925,"DLPFC","gene"
"ENSG00000163389.10",7097,"ENSG00000163389.10","ENSG00000163389","protein_coding","POGLUT1",56983,"InGen",2.25700198916734,8,"c(""ENST00000295588.8""; ""ENST00000476573.5""; ""ENST00000497447.5""; ""ENST00000486607.5""; ""ENST00000390401.2""; ""ENST00000460339.1""; ""ENST00000481043.1""; ""ENST00000473648.1"")",TRUE,-0.0819914967209103,4.27753120461382,-4.71350835148408,3.49857582606289e-06,0.0042658925892887,4.0387707394466,"DLPFC","gene"
"ENSG00000144843.11",4615,"ENSG00000144843.11","ENSG00000144843","protein_coding","ADPRH",141,"InGen",0.445361982835867,7,"c(""ENST00000478399.5""; ""ENST00000481816.5""; ""ENST00000471850.1""; ""ENST00000485496.1""; ""ENST00000478927.5""; ""ENST00000357003.7""; ""ENST00000465513.1"")",TRUE,-0.132373138237392,0.858966981743697,-3.07138351359982,0.00229454937307481,0.0958732731271867,-1.55444778284773,"DLPFC","gene"
"ENSG00000180353.10",5093,"ENSG00000180353.10","ENSG00000180353","protein_coding","HCLS1",3059,"InGen",1.38171428215759,12,"c(""ENST00000314583.7""; ""ENST00000473883.5""; ""ENST00000428394.6""; ""ENST00000495491.5""; ""ENST00000464274.5""; ""ENST00000487290.5""; ""ENST00000481314.5""; ""ENST00000497391.5""; ""ENST00000488033.5""; ""ENST00000468693.5""; ""ENST00000491824.1""; ""ENST00000479994.1"")",TRUE,-0.199195084785192,2.6531515367883,-3.27812708798753,0.00114790524102738,0.0715348933676542,-1.10305131112727,"DLPFC","gene"
"ENSG00000172771.11",7789,"ENSG00000172771.11","ENSG00000172771","protein_coding","EFCAB12",90288,"InGen",0.366166991374111,5,"c(""ENST00000505956.5""; ""ENST00000514900.5""; ""ENST00000326085.7""; ""ENST00000503498.1""; ""ENST00000503957.1"")",TRUE,0.130610166638303,1.07730975304472,3.63042881301098,0.000324414821835626,0.0401169204992248,0.10347710753558,"DLPFC","gene"
"ENSG00000198585.11",7029,"ENSG00000198585.11","ENSG00000198585","protein_coding","NUDT16",131870,"InGen",8.33509973357292,3,"c(""ENST00000537561.5""; ""ENST00000521288.1""; ""ENST00000502852.1"")",TRUE,0.047075802049979,6.27969119678273,3.1624958242962,0.00169857600454286,0.083755409966885,-1.94259318701024,"DLPFC","gene"
"ENSG00000244062.1",1917,"ENSG00000244062.1","ENSG00000244062","processed_pseudogene","",NA,"InGen",5.04954503272584,1,"ENST00000474389.1",TRUE,-0.252074950086094,3.13409912298223,-3.11293253409345,0.00200224212670451,0.0898207375665295,-1.66865064835035,"DLPFC","gene"
"ENSG00000181631.6",2764,"ENSG00000181631.6","ENSG00000181631","protein_coding","P2RY13",53829,"InGen",1.95422672871426,1,"ENST00000325602.5",TRUE,-0.287153262484132,1.98752167471874,-3.37137536303668,0.000830001033459338,0.0608963853477369,-0.748169907180319,"DLPFC","gene"
"ENSG00000169313.9",1859,"ENSG00000169313.9","ENSG00000169313","protein_coding","P2RY12",64805,"InGen",11.3207099078092,2,"c(""ENST00000302632.3""; ""ENST00000468596.1"")",TRUE,-0.266990729512724,3.96892266050804,-3.13520360310582,0.00186007946800248,0.0871761959034168,-1.73314471650176,"DLPFC","gene"
"ENSG00000163577.7",5593,"ENSG00000163577.7","ENSG00000163577","protein_coding","EIF5A2",56648,"InGen",4.1942317327158,5,"c(""ENST00000295822.6""; ""ENST00000460117.5""; ""ENST00000487522.5""; ""ENST00000474096.5""; ""ENST00000474417.1"")",TRUE,-0.0623154874657034,5.16722798266417,-3.22837784878127,0.00136059485720455,0.077462781569992,-1.61950314447108,"DLPFC","gene"
"ENSG00000244405.7",5802,"ENSG00000244405.7","ENSG00000244405","protein_coding","ETV5",2119,"InGen",10.7188899228368,14,"c(""ENST00000306376.9""; ""ENST00000434744.5""; ""ENST00000480706.1""; ""ENST00000433149.1""; ""ENST00000489830.5""; ""ENST00000484223.1""; ""ENST00000472868.6""; ""ENST00000440773.5""; ""ENST00000421809.5""; ""ENST00000413301.5""; ""ENST00000422039.1""; ""ENST00000476890.1""; ""ENST00000475484.1""; ""ENST00000495808.1"")",TRUE,-0.127750359936108,6.28987499301081,-3.44396373021287,0.000641563480669176,0.0539789178343226,-1.04262776573315,"DLPFC","gene"
"ENSG00000277118.1",286,"ENSG00000277118.1","ENSG00000277118","misc_RNA","",NA,"InGen",1.8601383836235,1,"ENST00000619409.1",TRUE,-0.366076514826703,-0.584237084504538,-4.83242512666714,2.00830718471439e-06,0.00291228168926936,3.85279789003462,"DLPFC","gene"
"ENSG00000156976.15",6133,"ENSG00000156976.15","ENSG00000156976","protein_coding","EIF4A2",1974,"InGen",90.6593181319972,28,"c(""ENST00000441007.5""; ""ENST00000445596.5""; ""ENST00000323963.9""; ""ENST00000426808.5""; ""ENST00000465222.1""; ""ENST00000491473.5""; ""ENST00000486805.5""; ""ENST00000465032.5""; ""ENST00000465267.5""; ""ENST00000495049.5""; ""ENST00000429589.5""; ""ENST00000425053.5""; ""ENST00000440191.6""; ""ENST00000485101.5""; ""ENST00000475653.5""; ""ENST00000443963.5""; ""ENST00000498746.1""; ""ENST00000467585.1""; ""ENST00000466362.1""; ""ENST00000468362.5""; ""ENST00000492144.5""; ""ENST00000465792.1""; ""ENST00000475409.1""; ""ENST00000497177.1""; 
""ENST00000629190.1""; ""ENST00000494445.1""; ""ENST00000461021.1""; ""ENST00000496382.1"")",TRUE,-0.02857240078712,9.55023646851491,-3.10938169352604,0.0020258125136699,0.0898207375665295,-2.33547532950566,"DLPFC","gene"
"ENSG00000073849.14",9151,"ENSG00000073849.14","ENSG00000073849","protein_coding","ST6GAL1",6480,"InGen",4.95947688328773,22,"c(""ENST00000169298.7""; ""ENST00000463542.1""; ""ENST00000487031.5""; ""ENST00000457772.6""; ""ENST00000455441.5""; ""ENST00000427315.5""; ""ENST00000468614.1""; ""ENST00000458216.5""; ""ENST00000430309.5""; ""ENST00000417392.5""; ""ENST00000438590.5""; ""ENST00000448408.5""; ""ENST00000485105.1""; ""ENST00000440338.5""; ""ENST00000448044.5""; ""ENST00000416235.5""; ""ENST00000423451.5""; ""ENST00000446170.1""; ""ENST00000448449.1""; ""ENST00000464827.1""; ""ENST00000442023.1""; ""ENST00000470633.1"")",TRUE,-0.103036670846439,5.62802441311177,-3.75545864307751,0.0002020372467507,0.0342788138121061,0.085295815058636,"DLPFC","gene"
"ENSG00000152492.13",9202,"ENSG00000152492.13","ENSG00000152492","protein_coding","CCDC50",152137,"InGen",7.91118607657785,3,"c(""ENST00000392455.7""; ""ENST00000392456.3""; ""ENST00000460064.1"")",TRUE,-0.0719596680043929,6.16952803263025,-4.60176413073641,5.8341637118999e-06,0.00513656442234844,3.37204560570074,"DLPFC","gene"
"ENSG00000168993.14",2418,"ENSG00000168993.14","ENSG00000168993","protein_coding","CPLX1",10815,"InGen",12.5394996140775,4,"c(""ENST00000304062.10""; ""ENST00000505203.1""; ""ENST00000506404.1""; ""ENST00000504062.1"")",TRUE,-0.0924501689451012,5.49613117375166,-3.074010804492,0.00227496190754464,0.0953781648720926,-2.12595447334883,"DLPFC","gene"
"ENSG00000159733.13",9624,"ENSG00000159733.13","ENSG00000159733","protein_coding","ZFYVE28",57732,"InGen",2.35956429000291,11,"c(""ENST00000508471.5""; ""ENST00000290974.6""; ""ENST00000511071.5""; ""ENST00000515312.5""; ""ENST00000514248.1""; ""ENST00000515169.5""; ""ENST00000509171.5""; ""ENST00000503000.1""; ""ENST00000508184.5""; ""ENST00000504743.1""; ""ENST00000505421.1"")",TRUE,0.0586159551303823,4.90212092844817,3.05703429080221,0.00240429280973462,0.0971989997030422,-2.10977563521701,"DLPFC","gene"
"ENSG00000188981.10",7553,"ENSG00000188981.10","ENSG00000188981","protein_coding","MSANTD1",345222,"InGen",0.688107445134193,4,"c(""ENST00000507492.5""; ""ENST00000438480.6""; ""ENST00000505599.5""; ""ENST00000510580.1"")",TRUE,0.0756121089695276,2.51295916612764,3.11441887058504,0.00199245111500636,0.0898207375665295,-1.57342943115862,"DLPFC","gene"
"ENSG00000250986.1",4525,"ENSG00000250986.1","ENSG00000250986","lincRNA","",NA,"InGen",0.860639245171649,1,"ENST00000511928.1",TRUE,0.110603093890311,2.06227893094077,3.24249549228969,0.00129679839685416,0.0758036283674114,-1.14452629988335,"DLPFC","gene"
"ENSG00000250476.1",627,"ENSG00000250476.1","ENSG00000250476","processed_pseudogene","ENPP7P9",NA,"InGen",0.387462059865523,1,"ENST00000514456.1",TRUE,0.318841036243055,-1.75868566424613,3.5772659341415,0.000395209532573129,0.0440577136838552,-0.609684336856084,"DLPFC","gene"
"ENSG00000170846.16",2597,"ENSG00000170846.16","ENSG00000170846","lincRNA","",NA,"InGen",6.19060845028131,3,"c(""ENST00000307533.10""; ""ENST00000635031.1""; ""ENST00000444232.3"")",TRUE,0.0505374882275477,4.22374358023471,3.05980716053307,0.00238271685534239,0.0971989997030422,-1.99529899340416,"DLPFC","gene"
"ENSG00000071127.16",7827,"ENSG00000071127.16","ENSG00000071127","protein_coding","WDR1",9948,"InGen",9.28691807634706,18,"c(""ENST00000499869.6""; ""ENST00000382451.6""; ""ENST00000382452.6""; ""ENST00000515743.5""; ""ENST00000502702.5""; ""ENST00000502962.5""; ""ENST00000506246.5""; ""ENST00000504739.5""; ""ENST00000508949.5""; ""ENST00000505543.5""; ""ENST00000510848.5""; ""ENST00000509695.1""; ""ENST00000508079.1""; ""ENST00000264785.11""; ""ENST00000505851.5""; ""ENST00000514319.5""; ""ENST00000515018.1""; ""ENST00000509600.1"")",TRUE,0.0506101362130991,5.95392341420732,3.75167648589997,0.000204991670369477,0.0342788138121061,0.0380589062897458,"DLPFC","gene"
"ENSG00000174125.7",4535,"ENSG00000174125.7","ENSG00000174125","protein_coding","TLR1",7096,"InGen",1.11626916577353,10,"c(""ENST00000510552.1""; ""ENST00000505744.5""; ""ENST00000308979.6""; ""ENST00000502213.6""; ""ENST00000505940.1""; ""ENST00000515861.5""; ""ENST00000506146.5""; ""ENST00000508364.1""; ""ENST00000509754.5""; ""ENST00000508535.1"")",TRUE,-0.16854090118823,2.23691445779437,-3.15156401086814,0.00176164432930131,0.0851530509920313,-1.4299950429385,"DLPFC","gene"
"ENSG00000121895.7",2562,"ENSG00000121895.7","ENSG00000121895","protein_coding","TMEM156",80008,"InGen",0.47286764394511,4,"c(""ENST00000381938.3""; ""ENST00000344606.6""; ""ENST00000372489.2""; ""ENST00000495029.1"")",TRUE,-0.26504579645782,-0.0473909939435759,-3.38347332966705,0.000795377570019269,0.0607047921241951,-0.718618098628377,"DLPFC","gene"
"ENSG00000078177.13",9835,"ENSG00000078177.13","ENSG00000078177","protein_coding","N4BP2",55728,"InGen",3.47533342872176,4,"c(""ENST00000261435.10""; ""ENST00000511480.5""; ""ENST00000515550.1""; ""ENST00000513269.1"")",TRUE,0.0976177464934456,4.78139208002888,4.48521750222381,9.84008982888085e-06,0.00693079698461631,3.0025675942096,"DLPFC","gene"
"ENSG00000249330.1",549,"ENSG00000249330.1","ENSG00000249330","antisense","",NA,"InGen",0.5401630442292,1,"ENST00000502455.1",TRUE,0.262686160432468,-1.63781115751707,3.50345194011025,0.000517777738910132,0.0506450668901463,-0.759499745956379,"DLPFC","gene"
"ENSG00000135605.12",4030,"ENSG00000135605.12","ENSG00000135605","protein_coding","TEC",7006,"InGen",0.454876685431542,5,"c(""ENST00000381501.7""; ""ENST00000505452.5""; ""ENST00000515146.1""; ""ENST00000511150.1""; ""ENST00000511471.2"")",TRUE,0.140961226546247,1.36005422081351,3.25735093866607,0.00123266972694036,0.0741165222159358,-1.04967403259315,"DLPFC","gene"
"ENSG00000150471.16",13991,"ENSG00000150471.16","ENSG00000150471","protein_coding","ADGRL3",23284,"InGen",18.0684243141537,18,"c(""ENST00000512091.6""; ""ENST00000509779.5""; ""ENST00000514591.5""; ""ENST00000506700.5""; ""ENST00000509896.5""; ""ENST00000511324.5""; ""ENST00000507164.5""; ""ENST00000508693.5""; ""ENST00000507625.5""; ""ENST00000504896.5""; ""ENST00000514157.5""; ""ENST00000506720.5""; ""ENST00000506746.5""; ""ENST00000508946.5""; ""ENST00000514996.5""; ""ENST00000509089.1""; ""ENST00000502815.1""; ""ENST00000508078.1"")",TRUE,0.0318966728555983,8.24426077887271,3.20105723209656,0.00149238656767651,0.0809600853955734,-1.97107480415516,"DLPFC","gene"
"ENSG00000138756.17",9938,"ENSG00000138756.17","ENSG00000138756","protein_coding","BMP2K",55589,"InGen",6.27609646900277,8,"c(""ENST00000389010.7""; ""ENST00000502871.5""; ""ENST00000335016.9""; ""ENST00000628286.1""; ""ENST00000505725.1""; ""ENST00000515075.1""; ""ENST00000502613.1""; ""ENST00000507670.1"")",TRUE,-0.0574645494456762,6.08425468969705,-3.45515737438105,0.000616341152588998,0.052958527664374,-0.993039997083256,"DLPFC","gene"
"ENSG00000152795.17",5476,"ENSG00000152795.17","ENSG00000152795","protein_coding","HNRNPDL",9987,"InGen",43.4249952788788,10,"c(""ENST00000295470.9""; ""ENST00000614627.4""; ""ENST00000621267.4""; ""ENST00000507721.5""; ""ENST00000602300.5""; ""ENST00000349655.8""; ""ENST00000502762.4""; ""ENST00000630114.2""; ""ENST00000630827.1""; ""ENST00000514511.1"")",TRUE,-0.0394557311628425,8.16157493503921,-3.371796081441,0.00082877376830513,0.0608963853477369,-1.42244325095799,"DLPFC","gene"
"ENSG00000249242.7",3671,"ENSG00000249242.7","ENSG00000249242","protein_coding","TMEM150C",441027,"InGen",9.97790790757154,4,"c(""ENST00000515780.6""; ""ENST00000449862.6""; ""ENST00000508701.5""; ""ENST00000454948.3"")",TRUE,0.0513168969626253,5.46267288622348,3.50827720726222,0.000508786085912586,0.0506450668901463,-0.752375819607858,"DLPFC","gene"
"ENSG00000138678.10",3468,"ENSG00000138678.10","ENSG00000138678","protein_coding","GPAT3",84803,"InGen",0.920851322151014,8,"c(""ENST00000514309.5""; ""ENST00000611707.4""; ""ENST00000506766.5""; ""ENST00000395226.6""; ""ENST00000509412.1""; ""ENST00000264409.4""; ""ENST00000513683.1""; ""ENST00000509044.1"")",TRUE,-0.180823386163122,2.06678858289934,-4.38541748717298,1.52626922585463e-05,0.00895847356089721,2.81658702019575,"DLPFC","gene"
"ENSG00000273389.1",440,"ENSG00000273389.1","ENSG00000273389","antisense","",NA,"InGen",6.44026075425075,1,"ENST00000610225.1",TRUE,-0.131711704414839,2.05141161727938,-3.4761659544267,0.000571486052587738,0.0521787932162701,-0.422669649847077,"DLPFC","gene"
"ENSG00000170509.11",2397,"ENSG00000170509.11","ENSG00000170509","protein_coding","HSD17B13",345275,"InGen",0.293803009251053,2,"c(""ENST00000302219.10""; ""ENST00000328546.4"")",TRUE,0.196737997148239,-0.109955317152625,3.17408782126946,0.00163398209051399,0.0825487590956841,-1.29405631218115,"DLPFC","gene"
"ENSG00000118785.13",2321,"ENSG00000118785.13","ENSG00000118785","protein_coding","SPP1",6696,"InGen",65.9012281130347,11,"c(""ENST00000614857.4""; ""ENST00000237623.11""; ""ENST00000395080.7""; ""ENST00000504310.5""; ""ENST00000513981.5""; ""ENST00000509334.5""; ""ENST00000508233.5""; ""ENST00000360804.4""; ""ENST00000509659.5""; ""ENST00000508002.5""; ""ENST00000505146.1"")",TRUE,-0.2501418497782,6.73450090419648,-3.07488473019722,0.00226848062557618,0.0953024990028594,-2.24140075203201,"DLPFC","gene"
"ENSG00000109320.11",6257,"ENSG00000109320.11","ENSG00000109320","protein_coding","NFKB1",4790,"InGen",2.93258823946405,12,"c(""ENST00000226574.8""; ""ENST00000394820.8""; ""ENST00000511926.5""; ""ENST00000507079.5""; ""ENST00000505458.5""; ""ENST00000509165.1""; ""ENST00000513803.5""; ""ENST00000502367.1""; ""ENST00000510638.1""; ""ENST00000600343.5""; ""ENST00000508584.1""; ""ENST00000504044.1"")",TRUE,-0.053502977117344,4.4842617935405,-3.63914719712471,0.000314010155889575,0.0401169204992248,-0.18755222296361,"DLPFC","gene"
